beta,block_size,conditioning,dense_ms,dense_peak_incremental_bytes,density_mean,density_p10,density_p90,density_std,dimension,error_reduction_fraction,exact_cosine,exact_ms,exact_peak_incremental_bytes,exact_relative_l2,exact_speedup_over_dense,family,full_map_route_ms,head,head_dim,label,latent,layer,length,model_id,moment_aux_bytes,moment_route_ms,moment_route_speedup,proxy_map_bytes_avoided,rank,routing_aux_reduction,seed,sequence,sol_cosine,sol_kernel_memory_ratio_to_dense,sol_kernel_ms,sol_kernel_peak_incremental_bytes,sol_kernel_speedup_over_dense,sol_ms,sol_overhead_vs_exact,sol_peak_incremental_bytes,sol_relative_l2,sol_speedup_over_dense,source,spatial,stream_count_match_fraction,stream_count_matches_full_map,stream_count_max_abs_difference,stream_density_mean,target_density_gaussian,tensor_source,threshold_moment_max_abs_error
1.28155157,64,,1.1265119711558025,4195328,0.09861373901367188,0.087890625,0.109375,0.007980425842106342,64,0.9520796975865892,0.9954418540000916,0.6746400197347006,8519680,0.0861499235033989,1.6697971335865884,smooth,0.30056534210840863,,,final-smooth-32k,,,32768,,18944,0.24109333753585815,1.2466762672929736,1048576,2,55.351351351351354,743,,0.9999280571937561,1.0002440810349036,0.6737546920776367,4196352,1.6719912816963278,0.7878986994425455,0.16788016778545622,8519680,0.004128330387175083,1.429767522084797,final_smooth_32k,,0.998046875,False,1,0.09860992431640625,0.09999999921808483,,0.00030422210693359375
1.03643339,64,,1.1230679750442505,4195328,0.14822769165039062,0.13671875,0.16015625,0.008847820572555065,64,0.9483208268245671,0.9964855909347534,0.8018959760665894,8519680,0.05260847508907318,1.4005157882859747,smooth,0.2925199866294861,,,final-smooth-32k,,,32768,,18944,0.24005599319934845,1.2185489840554418,1048576,0,55.351351351351354,733,,0.999964714050293,1.0002440810349036,0.8166639804840088,4196352,1.3751897988431503,0.920527994632721,0.1479394112289203,8519680,0.002718762494623661,1.2200258781834663,final_smooth_32k,,0.990234375,False,1,0.1482086181640625,0.1499999998819726,,0.0002493858337402344
1.28155157,64,,1.1180213292439778,4195328,0.10103607177734375,0.08984375,0.111328125,0.008085628971457481,64,0.9504346765729353,0.9951554536819458,0.6652373472849528,8519680,0.0885641872882843,1.6806352406505465,smooth,0.30100266138712567,,,final-smooth-32k,,,32768,,18944,0.24369599421819052,1.2351563773248824,1048576,1,55.351351351351354,739,,0.9999207258224487,1.0002440810349036,0.6715839703877767,4196352,1.6647528507841325,0.7809546788533529,0.17394894024017105,8519680,0.0043897125869989395,1.431608465276791,final_smooth_32k,,0.994140625,False,1,0.10103225708007812,0.09999999921808483,,0.0002490878105163574
1.03643339,64,,1.127018690109253,4195328,0.15143585205078125,0.138671875,0.1640625,0.009297947399318218,64,0.9435871442606704,0.9974740743637085,0.8132639726003011,8519680,0.050722409039735794,1.3857968975384016,smooth,0.2746293346087138,,,final-smooth-32k,,,32768,,18944,0.2448479930559794,1.121631961042562,1048576,3,55.351351351351354,751,,0.9999648332595825,1.0002440810349036,0.8174933592478434,4196352,1.3786273336167485,0.9307999610900879,0.14452378618713602,8519680,0.0028613959439098835,1.210806550517436,final_smooth_32k,,0.98828125,False,1,0.15142822265625,0.1499999998819726,,0.0002677440643310547
1.28155157,64,,1.1252360343933105,4195328,0.09885406494140625,0.08984375,0.10917967557907104,0.007317822426557541,64,0.9517955807468875,0.9943555593490601,0.661620020866394,8519680,0.0816618800163269,1.700728513202804,smooth,0.28365200757980347,,,final-smooth-32k,,,32768,,18944,0.23741599917411804,1.1947468096780474,1048576,0,55.351351351351354,733,,0.9999353885650635,1.0002440810349036,0.6787400245666504,4196352,1.6578306769395703,0.7800520062446594,0.17900302536670254,8519680,0.003936463501304388,1.4425141213474244,final_smooth_32k,,0.994140625,False,1,0.09885025024414062,0.09999999921808483,,0.0002493858337402344
1.28155157,64,,1.1291999816894531,4195328,0.1013031005859375,0.08984375,0.111328125,0.008297624997794628,64,0.9468297980462057,0.9954501986503601,0.8785653114318848,8519680,0.07983943074941635,1.2852772207100736,smooth,0.30009599526723224,,,final-smooth-32k,,,32768,,18944,0.2480586568514506,1.2097783607969146,1048576,3,55.351351351351354,751,,0.9999310970306396,1.0002440810349036,0.686896006266276,4196352,1.6439169414121146,0.8009066581726074,-0.08839257850131754,8519680,0.004245078656822443,1.409902103031454,final_smooth_32k,,0.99609375,False,1,0.1013031005859375,0.09999999921808483,,0.0002677440643310547
1.03643339,64,,1.124901294708252,4195328,0.15602874755859375,0.142578125,0.169921875,0.010395858436822891,64,0.918398206097823,0.9997878074645996,0.8342666625976562,8519680,0.01627390645444393,1.3483713842833496,temporal,0.2770933310190837,,,final-temporal-32k,,,32768,,18944,0.24944533904393515,1.1108378776733883,1048576,3,55.351351351351354,773,,0.9999938011169434,1.0002440810349036,0.8252159754435221,4196352,1.363159861397085,0.9413973490397135,0.12841300179547432,8519680,0.0013279799604788423,1.194927196104519,final_temporal_32k,,0.9921875,False,1,0.156036376953125,0.1499999998819726,,0.00046062469482421875
1.03643339,64,,1.1102879842122395,4195328,0.15560531616210938,0.142578125,0.16796875,0.009838297963142395,64,0.9263927349771931,0.9995752573013306,0.8016853332519531,8519680,0.023293964564800262,1.384942368483245,temporal,0.2797866662343343,,,final-temporal-32k,,,32768,,18944,0.25305600961049396,1.105631384391876,1048576,1,55.351351351351354,761,,0.9999889135360718,1.0002440810349036,0.8060959974924723,4196352,1.3773644673413825,1.027733325958252,0.2819659825749321,8519680,0.0017146050231531262,1.0803269254473324,final_temporal_32k,,0.9921875,False,1,0.15560531616210938,0.1499999998819726,,0.00042629241943359375
1.28155157,64,,1.1275146802266438,4195328,0.10321807861328125,0.09375,0.11328125,0.008086233399808407,64,0.9223029297672588,0.9995281100273132,0.6729013125101725,8519680,0.027814362198114395,1.6756018442297194,temporal,0.2975253264109294,,,final-temporal-32k,,,32768,,18944,0.49372267723083496,0.6026162866969639,1048576,3,55.351351351351354,773,,0.9999842643737793,1.0002440810349036,0.676256020863851,4196352,1.6672896734972564,0.7880746523539225,0.1711593330292529,8519680,0.0021610944531857967,1.4307206517286635,final_temporal_32k,,0.99609375,False,1,0.10321807861328125,0.09999999921808483,,0.00046062469482421875
1.03643339,64,,1.1333680152893066,4195328,0.156951904296875,0.14472657442092896,0.16796875,0.00901911873370409,64,0.9230868055473093,0.9994041919708252,0.8604400157928467,8519680,0.022744426503777504,1.3171958468772194,temporal,0.9100239872932434,,,final-temporal-32k,,,32768,,18944,0.41710400581359863,2.1817675558357688,1048576,0,55.351351351351354,757,,0.9999854564666748,1.0002440810349036,0.834007978439331,4196352,1.3589414545052247,0.9312719702720642,0.08232061872895335,8519680,0.001749346498399973,1.2170107674970627,final_temporal_32k,,0.9921875,False,1,0.156951904296875,0.1499999998819726,,0.0004520416259765625
1.28155157,64,,1.1043519973754883,4195328,0.10278701782226562,0.091796875,0.115234375,0.008982645347714424,64,0.9301877527533408,0.9990805983543396,0.6671199798583984,8519680,0.03833847865462303,1.6554023724636397,temporal,0.30373867352803546,,,final-temporal-32k,,,32768,,18944,0.2579786578814189,1.1773790747746675,1048576,1,55.351351351351354,761,,0.99997478723526,1.0002440810349036,0.6693759759267172,4196352,1.6498231742580376,0.7764000097910563,0.16380865995926763,8519680,0.002676495350897312,1.4224008029993327,final_temporal_32k,,0.998046875,False,1,0.102783203125,0.09999999921808483,,0.00042629241943359375
1.03643339,64,,1.1334986686706543,4195328,0.15863418579101562,0.14453125,0.173828125,0.010746369138360023,64,0.9249708305706394,0.9998269081115723,0.8792586326599121,8519680,0.01452087052166462,1.2891527322758507,temporal,0.4519306818644206,,,final-temporal-32k,,,32768,,18944,0.41071466604868573,1.1003519455788051,1048576,2,55.351351351351354,769,,0.9999951720237732,1.0002440810349036,0.840768019358317,4196352,1.3481705328608389,0.999941349029541,0.13725508273321396,8519680,0.0010894888546317816,1.1335651533669777,final_temporal_32k,,0.9921875,False,1,0.15864181518554688,0.1499999998819726,,0.000560760498046875
1.28155157,64,,1.129431962966919,4195328,0.10456085205078125,0.09375,0.11328125,0.007852151989936829,64,0.927347622329634,0.9988445043563843,0.6689879894256592,8519680,0.03862994164228439,1.6882694171184762,temporal,0.29604798555374146,,,final-temporal-32k,,,32768,,18944,0.24392400681972504,1.2136894166900893,1048576,0,55.351351351351354,757,,0.9999663233757019,1.0002440810349036,0.6813079714775085,4196352,1.6577407138178537,0.7853999733924866,0.17401206868716668,8519680,0.002806557109579444,1.4380341243053618,final_temporal_32k,,0.994140625,False,1,0.10455703735351562,0.09999999921808483,,0.0004520416259765625
